私密頻道 ADULT,#genre#
CCTV2,http://cdn3.veryfast.filegear-sg.me/live/cctv2/stream.m3u8
CCTV4,http://cdn3.veryfast.filegear-sg.me/live/cctv4/stream.m3u8
CCTV9,http://cdn3.veryfast.filegear-sg.me/live/cctv9/stream.m3u8
華語影院,http://cdn3.veryfast.filegear-sg.me/live/hyyy/stream.m3u8
星光影院,http://cdn3.veryfast.filegear-sg.me/live/xgyy/stream.m3u8
凤凰资讯,http://203.205.191.53/qctv.fengshows.cn/live/0701pin72.m3u8
凤凰中文,http://203.205.191.53/qctv.fengshows.cn/live/0701pcc72.m3u8
凤凰香港,http://203.205.191.53/qctv.fengshows.cn/live/0701phk72.m3u8
翡翠台,http://smt.veryfast.filegear-sg.me/smt3.2.1.php?id=jade_twn
翡翠台,http://smt.veryfast.filegear-sg.me/smt3.2.1.php?id=jade_xue
華麗翡翠,http://smt.veryfast.filegear-sg.me/smt3.2.1.php?id=Tvbjade
明珠台,http://smt.veryfast.filegear-sg.me/smt3.2.1.php?id=pearl_twn
無線新聞,http://smt.veryfast.filegear-sg.me/smt3.2.1.php?id=inews_twn
TVB PLUS,http://smt.veryfast.filegear-sg.me/smt3.2.1.php?id=j2_twn
TVB星河,http://smt.veryfast.filegear-sg.me/smt3.2.1.php?id=Xinhe
千禧經典台,http://smt.veryfast.filegear-sg.me/smt3.2.1.php?id=Tvbclassic
娛樂新聞台,http://smt.veryfast.filegear-sg.me/smt3.2.1.php?id=Tvbentertainment
VIUTV,http://smt.veryfast.filegear-sg.me/smt3.2.1.php?id=viu1_twn
ViuTVSix,http://smt.veryfast.filegear-sg.me/smt3.2.1.php?id=viusix_twn
RTHK31,http://smt.veryfast.filegear-sg.me/smt3.2.1.php?id=rhk31_twn
RTHK32,http://smt.veryfast.filegear-sg.me/smt3.2.1.php?id=rhk32_twn
鳳凰中文,http://smt.veryfast.filegear-sg.me/smt3.2.1.php?id=phoenixtv_hd
鳳凰資訊,http://smt.veryfast.filegear-sg.me/smt3.2.1.php?id=phoenixinfo_hd
鳳凰香港,http://smt.veryfast.filegear-sg.me/smt3.2.1.php?id=hkphoenix_twn
美亞電影,http://smt.veryfast.filegear-sg.me/smt3.2.1.php?id=meiyamovie_twn
天映馬來西亞,http://smt.veryfast.filegear-sg.me/smt3.2.1.php?id=Celestial
天映經典,http://smt.veryfast.filegear-sg.me/smt3.2.1.php?id=Celestial2
Astro AOD,http://smt.veryfast.filegear-sg.me/smt3.2.1.php?id=Aodhd
Astro AEC,http://smt.veryfast.filegear-sg.me/smt3.2.1.php?id=AEC
愛奇藝,http://smt.veryfast.filegear-sg.me/smt3.2.1.php?id=Qiyi
Astro QJ,http://smt.veryfast.filegear-sg.me/smt3.2.1.php?id=Quanjia
Astro歡喜台,http://smt.veryfast.filegear-sg.me/smt3.2.1.php?id=Huahee
八度空間,http://smt.veryfast.filegear-sg.me/smt3.2.1.php?id=TV8
華麗翡翠,http://v2h.veryfast.filegear-sg.me/live/hlfct/stream.m3u8
TVB亞洲武俠,http://v2h.veryfast.filegear-sg.me/live/yzwx/stream.m3u8
娛樂新聞台,http://v2h.veryfast.filegear-sg.me/live/ylxw/stream.m3u8
無線新聞,http://v2h.veryfast.filegear-sg.me/live/wxxw/stream.m3u8
TVB星河,http://v2h.veryfast.filegear-sg.me/live/tvbxh/stream.m3u8
翡翠台,http://mytv.veryfast.filegear-sg.me/hls/fct/playlist.m3u8
明珠台,http://o12.veryfast.filegear-sg.me/hls/mzt/playlist.m3u8
翡翠台4K,http://o12.veryfast.filegear-sg.me/hls/fct4k/playlist.m3u8
歡笑劇場4K,http://cdn3.veryfast.filegear-sg.me/live/hxjc4k/stream.m3u8
CCTV2,http://cdn3.veryfast.filegear-sg.me/live/cctv2/stream.m3u8
CCTV4,http://cdn3.veryfast.filegear-sg.me/live/cctv4/stream.m3u8
CCTV9,http://cdn3.veryfast.filegear-sg.me/live/cctv9/stream.m3u8
華語影院,http://cdn3.veryfast.filegear-sg.me/live/hyyy/stream.m3u8
星光影院,http://cdn3.veryfast.filegear-sg.me/live/xgyy/stream.m3u8
香港MyTV,#genre#
翡翠台4K,https://vhr.dpdns.org/20003/live/fct4k/stream.m3u8
鳳凰中文,https://vhr.dpdns.org/20003/live/fhzw/stream.m3u8
CCTV1港澳版,https://vhr.dpdns.org/20003/live/cctv1/stream.m3u8
TVB PLUS,https://vhr.dpdns.org/20003/live/tvbp/stream.m3u8
HOY TV,https://vhr.dpdns.org/20003/live/hoy/stream.m3u8
HOY TV,https://vhr.dpdns.org/20000/live/hoy/stream.m3u8
ViuTV,https://vhr.dpdns.org/20000/live/viu/stream.m3u8
NOW新聞台,https://vhr.dpdns.org/20000/live/now/stream.m3u8
RTHK31,https://vhr.dpdns.org/20000/live/rthk31/stream.m3u8
RTHK32,https://vhr.dpdns.org/20000/live/rthk32/stream.m3u8
澳視澳門,https://vhr.dpdns.org/20003/live/asam/stream.m3u8
澳視衛星,https://vhr.dpdns.org/20003/live/as/stream.m3u8
澳門體育,https://vhr.dpdns.org/20003/live/amty/stream.m3u8
澳門綜藝,https://vhr.dpdns.org/20003/live/amzy/stream.m3u8
澳門蓮花,https://vhr.dpdns.org/20003/live/amlh/stream.m3u8
重溫經典,https://vhr.dpdns.org/20003/live/cwjd/stream.m3u8
鳳凰資訊,https://vhr.dpdns.org/20003/live/fhzx/stream.m3u8
鳳凰香港,https://vhr.dpdns.org/20003/live/fhhk/stream.m3u8
TVB1,https://vhr.dpdns.org/20003/live/tvb1/stream.m3u8
TVBJ1,https://vhr.dpdns.org/20003/live/j1/stream.m3u8
翡翠劇集台,https://vhr.dpdns.org/20003/live/tvbd/stream.m3u8
翡翠台,https://vhr.dpdns.org/20003/live/fct/stream.m3u8
明珠台,https://vhr.dpdns.org/20003/live/mzt/stream.m3u8
無線新聞台,https://vhr.dpdns.org/20003/live/wxxw/stream.m3u8
廣東珠江,https://vhr.dpdns.org/20007/live/gdzj/stream.m3u8
廣東體育,https://vhr.dpdns.org/20007/live/gdty/stream.m3u8
八度空間,https://vhr.dpdns.org/20003/live/8tv/stream.m3u8
CH5,https://vhr.dpdns.org/20003/live/ch5/stream.m3u8
CH8,https://vhr.dpdns.org/20003/live/ch8/stream.m3u8
CHU,https://vhr.dpdns.org/20003/live/chu/stream.m3u8
龍華電影,https://vhr.dpdns.org/20009/live/lhdy/stream.m3u8
龍華經典,https://vhr.dpdns.org/20009/live/lhjd/stream.m3u8
龍華卡通,https://vhr.dpdns.org/20009/live/lhkt/stream.m3u8
龍華偶像,https://vhr.dpdns.org/20009/live/lhox/stream.m3u8
龍華日韓,https://vhr.dpdns.org/20009/live/lhrh/stream.m3u8
龍華戲劇,https://vhr.dpdns.org/20009/live/lhxj/stream.m3u8
龍華洋片,https://vhr.dpdns.org/20009/live/lhyp/stream.m3u8
翡翠台,https://vhr.dpdns.org/smt3.2.1.php?id=jade_twn
翡翠台,https://vhr.dpdns.org/smt3.2.1.php?id=jade_xue
華麗翡翠台,https://vhr.dpdns.org/smt3.2.1.php?id=Tvbjade
明珠台,https://vhr.dpdns.org/smt3.2.1.php?id=pearl_twn
無線新聞台,https://vhr.dpdns.org/smt3.2.1.php?id=inews_twn
TVB PLUS,https://vhr.dpdns.org/smt3.2.1.php?id=j2_twn
TVB星河,https://vhr.dpdns.org/smt3.2.1.php?id=Xinhe
千禧經典台,https://vhr.dpdns.org/smt3.2.1.php?id=Tvbclassic
TVB娛樂新聞台,https://vhr.dpdns.org/smt3.2.1.php?id=Tvbentertainment
ViuTV,https://vhr.dpdns.org/smt3.2.1.php?id=viu1_twn
ViuTVSix,https://vhr.dpdns.org/smt3.2.1.php?id=viusix_twn
RTHK31,https://vhr.dpdns.org/smt3.2.1.php?id=rhk31_twn
RTHK32,https://vhr.dpdns.org/smt3.2.1.php?id=rhk32_twn
鳳凰中文,https://vhr.dpdns.org/smt3.2.1.php?id=phoenixtv_hd
鳳凰資訊,https://vhr.dpdns.org/smt3.2.1.php?id=phoenixinfo_hd
鳳凰香港,https://vhr.dpdns.org/smt3.2.1.php?id=hkphoenix_twn
美亞電影台,https://vhr.dpdns.org/smt3.2.1.php?id=meiyamovie_twn
天映頻道,https://vhr.dpdns.org/smt3.2.1.php?id=Celestial
天映經典,https://vhr.dpdns.org/smt3.2.1.php?id=Celestial2
Astro AOD,https://vhr.dpdns.org/smt3.2.1.php?id=Aodhd
Astro AEC,https://vhr.dpdns.org/smt3.2.1.php?id=AEC
愛奇藝,https://vhr.dpdns.org/smt3.2.1.php?id=Qiyi
Astro QJ,https://vhr.dpdns.org/smt3.2.1.php?id=Quanjia
Astro歡喜台,https://vhr.dpdns.org/smt3.2.1.php?id=Huahee
八度空間,https://vhr.dpdns.org/smt3.2.1.php?id=TV8
華麗翡翠台,https://vhr.dpdns.org/20004/live/hlfct/stream.m3u8
TVB亞洲武俠,https://vhr.dpdns.org/20004/live/yzwx/stream.m3u8
TVB娛樂新聞台,https://vhr.dpdns.org/20004/live/ylxw/stream.m3u8
無線新聞台,https://vhr.dpdns.org/20004/live/wxxwt/stream.m3u8
TVB星河,https://vhr.dpdns.org/20004/live/tvbxh/stream.m3u8
翡翠台字幕,https://vhr.dpdns.org/20010/hls/fct/playlist.m3u8
明珠台字幕,https://vhr.dpdns.org/20010/hls/mzt/playlist.m3u8
CCTV13,https://vhr.dpdns.org/20001/live/cctv13/stream.m3u8
深圳衛視4K,https://vhr.dpdns.org/20001/live/szws4k/stream.m3u8
深圳財經生活,https://vhr.dpdns.org/20001/live/szcjsh/stream.m3u8
第一財經,https://vhr.dpdns.org/20001/live/dycj/stream.m3u8
五星體育,https://vhr.dpdns.org/20001/live/wxty/stream.m3u8
音樂世界,#genre#
 New K-Pop (720p),https://newidco-newkid-1-eu.plex.wurl.tv/3000.m3u8
 New K-Pop (1080p),https://newidco-newkid-1-eu.plex.wurl.tv/4300.m3u8
 YG TV (720p),https://newidco-ygtv-1-us.plex.wurl.tv/3000.m3u8
 YG TV (1080p),https://newidco-ygtv-1-us.plex.wurl.tv/4300.m3u8
 California Music Channel (1080p),https://cmc-ono.amagi.tv/playlist1080_p.m3u8
 XITE 80s Flashback,https://jmp2.uk/stvp-USBB320000647
 XITE 90s Throwback,https://jmp2.uk/stvp-USBB3200007AK
 XITE Celebrates,https://jmp2.uk/stvp-USBD350003932
 XITE Hits,https://jmp2.uk/stvp-USBD3300004RH
 XITE Rock x Metal,https://jmp2.uk/stvp-USBB2300004KV
 Vevo '70s & '80s,https://jmp2.uk/stvp-GBBD1900009UD
 Vevo '90s & '00s,https://jmp2.uk/stvp-GBBC2100002HP
 Vevo 2K,https://jmp2.uk/plu-5fd7bca3e0a4ee0007a38e8c.m3u8
 Vevo Hip Hop & R&B,https://jmp2.uk/stvp-GBBD2300001C0
 Vevo Pop,https://jmp2.uk/stvp-GBBC19000017V
 Vevo Rock,https://jmp2.uk/stvp-USBD3000145P
KARAOKE 1,http://line.lebiptv.me/live/km6m4950/pqGB5365/697149.ts
KARAOKE 2,http://line.lebiptv.me/live/km6m4950/pqGB5365/697150.ts
KARAOKE 3,http://line.lebiptv.me/live/km6m4950/pqGB5365/697151.ts
KARAOKE 4,http://line.lebiptv.me/live/km6m4950/pqGB5365/697152.ts
KARAOKE 5,http://line.lebiptv.me/live/km6m4950/pqGB5365/697153.ts
KARAOKE 6,http://line.lebiptv.me/live/km6m4950/pqGB5365/697154.ts
KARAOKE 7,http://line.lebiptv.me/live/km6m4950/pqGB5365/697155.ts
KARAOKE 8,http://line.lebiptv.me/live/km6m4950/pqGB5365/697156.ts
MTV CLASSIC,http://line.lebiptv.me/live/km6m4950/pqGB5365/577451.ts
MTV 00s,http://line.lebiptv.me/live/km6m4950/pqGB5365/577452.ts
MTV LIVE NOW,http://line.lebiptv.me/live/km6m4950/pqGB5365/577450.ts
MTV HITS,http://line.lebiptv.me/live/km6m4950/pqGB5365/577449.ts
MTV MUSIC,http://line.lebiptv.me/live/km6m4950/pqGB5365/577448.ts
NOW ROCK,http://line.lebiptv.me/live/km6m4950/pqGB5365/1276281.ts
DANCE TV,http://line.lebiptv.me/live/km6m4950/pqGB5365/1110685.ts
CLUBLAND TV,http://line.lebiptv.me/live/km6m4950/pqGB5365/577445.ts
TRACE URBAN,http://line.lebiptv.me/live/km6m4950/pqGB5365/577436.ts
VH1,http://line.lebiptv.me/live/km6m4950/pqGB5365/577433.ts
NOW 70S,http://line.lebiptv.me/live/km6m4950/pqGB5365/577432.ts
NOW 80S,http://line.lebiptv.me/live/km6m4950/pqGB5365/577431.ts
NOW 90S,http://line.lebiptv.me/live/km6m4950/pqGB5365/577430.ts
PREMIUM,#EXTVLCOPT:http-user-agent=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36
,#EXTVLCOPT:http-user-agent=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36
,#EXTVLCOPT:http-user-agent=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36
,#EXTVLCOPT:http-user-agent=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36
,#EXTVLCOPT:http-user-agent=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36
,#EXTVLCOPT:http-user-agent=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36
,#EXTVLCOPT:http-user-agent=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36
,#EXTVLCOPT:http-user-agent=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36
,#EXTVLCOPT:http-user-agent=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36
,#EXTVLCOPT:http-user-agent=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36
,#EXTVLCOPT:http-user-agent=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36
,#EXTVLCOPT:http-user-agent=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36
,#EXTVLCOPT:http-user-agent=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36
,#EXTVLCOPT:http-user-agent=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36
 MovieMusic,https://lotus.stingray.com/manifest/cmusic-cme004-montreal/samsungtvplus/dee3e3af-2706-3e77-a952-91b99f6d1819/5711200/manifest.m3u8
 THT Music HD,http://tntmsmotr.mediacdn.ru/cdn/smotr/playlist_hdhigh.m3u8
 Movie Music,https://lotus.stingray.com/manifest/cmusic-cme004-montreal/samsungtvplus/dee3e3af-2706-3e77-a952-91b99f6d1819/5711200/manifest.m3u8
 AMC Music,https://AMChls.wns.live/hls/stream.m3u8
 Music Channel,https://cmc-ono.amagi.tv/playlist1080_p.m3u8
 AT Krone Hit,http://bitcdn-kronehit.bitmovin.com/v2/hls/master.m3u8
 VEVO '70s,https://cdn-uw2-prod.tsv2.amagi.tv/linear/amg00056-vevotv-vevo70saunz-samsungnz/playlist.m3u8
 VEVO '80s,https://cdn-uw2-prod.tsv2.amagi.tv/linear/amg00056-vevotv-vevo80saunz-samsungnz/playlist.m3u8
 VEVO '90s,https://cdn-uw2-prod.tsv2.amagi.tv/linear/amg00056-vevotv-vevo90saunz-samsungnz/playlist.m3u8
 VEVO 2K,https://cdn-uw2-prod.tsv2.amagi.tv/linear/amg00056-vevotv-vevo2kau-samsungnz/playlist.m3u8
 VEVO Retro Rock,https://cdn-uw2-prod.tsv2.amagi.tv/linear/amg00056-vevotv-vevoretrorockau-samsungnz/playlist.m3u8
 VEVO Pop,https://cdn-uw2-prod.tsv2.amagi.tv/linear/amg00056-vevotv-vevopopau-samsungnz/playlist.m3u8
 VEVO Country,https://cdn-uw2-prod.tsv2.amagi.tv/linear/amg00056-vevotv-vevocountryau-samsungnz/playlist.m3u8
 VEVO Christmas,https://cdn-uw2-prod.tsv2.amagi.tv/linear/amg00056-vevotv-vevochristmasau-samsungnz/playlist.m3u8
 Now 70's,https://lightning-now70s-samsungnz.amagi.tv/playlist.m3u8
 Now 80's,https://lightning-now80s-samsungnz.amagi.tv/playlist.m3u8
 Now Rock,https://lightning-now90s-samsungnz.amagi.tv/playlist.m3u8
 Trace Urban,https://lightning-traceurban-samsungau.amagi.tv/playlist.m3u8
 XITE 80s FLASHBLACK,https://d19xo51z4ig5jl.cloudfront.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/80sFlashback-Canada-prod/playlist.m3u8?ads.device_did=%7BPSID%7D&ads.device_dnt=%7BTARGETOPT%7D&ads.app_domain=%7BAPP_DOMAIN%7D&ads.app_name=%7BAPP_NAME%7D
 XITE 90s THROWBACK,https://d1xhnb4ptk05mw.cloudfront.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/90sThrowback-Canada-prod/playlist.m3u8?ads.device_did=%7BPSID%7D&ads.device_dnt=%7BTARGETOPT%7D&ads.app_domain=%7BAPP_DOMAIN%7D&ads.app_name=%7BAPP_NAME%7D
 XITE ROCK ON,https://delrqw6rbggz6.cloudfront.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/RockMetal-Canada-prod/playlist.m3u8?ads.device_did=%7BPSID%7D&ads.device_dnt=%7BTARGETOPT%7D&ads.app_domain=%7BAPP_DOMAIN%7D&ads.app_name=%7BAPP_NAME%7D
 Radio Kiss Kiss,https://58f12ffd2447a.streamlock.net/KKMulti/livestream/playlist.m3u8
 Radio Kiss Kiss ITALIA,https://58f12ffd2447a.streamlock.net/KKTV01/livestream/playlist.m3u8
 Muzzik AMVA 2020,https://muzzik-live.morescreens.com/mts-8/playlist.m3u8
 Muzzik Cafe Club Serbia,https://muzzik-live.morescreens.com/mts-3/playlist.m3u8
 Muzzik HipHop Serbia,https://muzzik-live.morescreens.com/mts-a4/playlist.m3u8
 Muzzik Jeka Serbia,https://muzzik-live.morescreens.com/mts-4/playlist.m3u8
 Muzzik Mediteraneo Serbia,https://muzzik-live.morescreens.com/mts-a5/playlist.m3u8
 Muzzik OKK Serbia,https://muzzik-live.morescreens.com/mts-2/playlist.m3u8
 Muzzik Rock Roll Serbia,https://muzzik-live.morescreens.com/mts-1/playlist.m3u8
 Muzzik TV Serbia,https://muzzik-live.morescreens.com/mts-6/playlist.m3u8
 Muzzik Worldwide Serbia,https://muzzik-live.morescreens.com/mts-5/playlist.m3u8
 Qello Concerts by Stingray,https://lotus.stingray.com/manifest/qello-qello001-montreal/plextv/master.m3u8
 Stingray Classica,https://lotus.stingray.com/manifest/classica-cla008-montreal/plextv/master.m3u8
 Stingray Karaoke,https://lotus.stingray.com/manifest/karaoke-kar000-montreal/plextv/master.m3u8
 Stingray Naturescape,https://lotus.stingray.com/manifest/naturescape-a003-montreal/plextv/master.m3u8
 Stingray Holiday Hits,https://lotus.stingray.com/manifest/ose-155ads-montreal/plextv/master.m3u8
 Stingray Hit List,https://lotus.stingray.com/manifest/ose-107ads-montreal/plextv/master.m3u8
 Stingray Classic Rock,https://lotus.stingray.com/manifest/ose-101ads-montreal/plextv/master.m3u8
 Stingray Rock Alternative,https://lotus.stingray.com/manifest/ose-102ads-montreal/plextv/master.m3u8
 Stingray Pop Adult,https://lotus.stingray.com/manifest/ose-104ads-montreal/plextv/master.m3u8
 Stingray Urban Beat,https://lotus.stingray.com/manifest/ose-133ads-montreal/plextv/master.m3u8
 Stingray Hot Country,https://lotus.stingray.com/manifest/ose-108ads-montreal/plextv/master.m3u8
 Stingray Flashback 70s,https://lotus.stingray.com/manifest/ose-115ads-montreal/plextv/master.m3u8
 Stingray Remember the 80s,https://lotus.stingray.com/manifest/ose-128ads-montreal/plextv/master.m3u8
 Stingray Nothin' But 90s,https://lotus.stingray.com/manifest/ose-142ads-montreal/plextv/master.m3u8
 Stingray Smooth Jazz,https://lotus.stingray.com/manifest/ose-140ads-montreal/plextv/master.m3u8
 Stingray Easy Listening,https://lotus.stingray.com/manifest/ose-137ads-montreal/plextv/master.m3u8
 Stingray Soul Storm,https://lotus.stingray.com/manifest/ose-134ads-montreal/plextv/master.m3u8
 Stingray The Spa,https://lotus.stingray.com/manifest/ose-122ads-montreal/plextv/master.m3u8
 Stingray Today's Latin Pop,https://lotus.stingray.com/manifest/ose-190ads-montreal/plextv/master.m3u8
GLOBE 香港,#genre#
翡翠台,https://3065.koyeb.app/smt.php?id=jade_twn
翡翠台 backup,https://3065.koyeb.app/smt.php?id=Jade_xue
iNews 新聞台,https://3065.koyeb.app/smt.php?id=inews_twn
J 2,https://3065.koyeb.app/smt.php?id=j2_twn
珍珠台,https://3065.koyeb.app/smt.php?id=pearl_twn
鳳凰香港,https://3065.koyeb.app/smt.php?id=hkphoenix_twn
HOY資訊台,https://3065.koyeb.app/smt.php?id=hoycaijing_twn
RHK 31,https://3065.koyeb.app/smt.php?id=rhk31_twn
VIUTV1,https://3065.koyeb.app/smt.php?id=viu1_twn
RHK 32,https://3065.koyeb.app/smt.php?id=rhk32_twn
鳳凰衛視,https://3065.koyeb.app/smt.php?id=phoenixtv_hd
鳳凰資訊,https://3065.koyeb.app/smt.php?id=phoenixinfo_hd
Viu6,https://3065.koyeb.app/smt.php?id=viusix_twn
GLOBE 大陸,#genre#
CCTV-1 綜合 HD,https://3065.koyeb.app/smt.php?id=cctv1
CCTV-2 財經,https://3065.koyeb.app/smt.php?id=cctv2
CCTV-3 綜藝 HD,https://3065.koyeb.app/smt.php?id=cctv3
CCTV-4 中文國際,https://3065.koyeb.app/smt.php?id=cctv4
CCTV4 新聞台,https://3065.koyeb.app/smt.php?id=Cctv4
CCTV-5 體育頻道,https://3065.koyeb.app/smt.php?id=cctv5
CCTV-5+ 體育賽事 HD,https://3065.koyeb.app/smt.php?id=cctv5plus
CCTV-6,https://3065.koyeb.app/smt.php?id=cctv6
CCTV-7 軍事農業,https://3065.koyeb.app/smt.php?id=cctv7
CCTV-8 電視劇 HD,https://3065.koyeb.app/smt.php?id=cctv8hd
CCTV-9 記錄 HD,https://3065.koyeb.app/smt.php?id=cctv9hd
CCTV-10 科教 HD,https://3065.koyeb.app/smt.php?id=cctv10hd
CCTV-11 戲曲,https://3065.koyeb.app/smt.php?id=cctv11
CCTV-12 社會與法,https://3065.koyeb.app/smt.php?id=cctv12
CCTV-13 新聞頻道,https://3065.koyeb.app/smt.php?id=cctv13
CCTV-14 少兒,https://3065.koyeb.app/smt.php?id=cctv14
CCTV-6,https://3065.koyeb.app/smt.php?id=cctv6
CCTV-15 音樂,https://3065.koyeb.app/smt.php?id=cctv15
湖南衛視,https://3065.koyeb.app/smt.php?id=hunan_twn
浙江衛視,https://3065.koyeb.app/smt.php?id=zhejiang_twn
江蘇衛視,https://3065.koyeb.app/smt.php?id=jiangsu_twn
深圳衛視,https://3065.koyeb.app/smt.php?id=shenzhen
福建東南衛視,https://3065.koyeb.app/smt.php?id=fujian
廣東南方衛視,https://3065.koyeb.app/smt.php?id=nanfang_twn
廣東衛視,https://3065.koyeb.app/smt.php?id=guangdongweishi_twn
北京衛視,https://3065.koyeb.app/smt.php?id=beijing
珠江台,https://3065.koyeb.app/smt.php?id=zhujiang
廣西衛視,https://3065.koyeb.app/smt.php?id=guangxi
湖北衛視,https://3065.koyeb.app/smt.php?id=hubei
四川衛視,https://3065.koyeb.app/smt.php?id=sichuan_twn
東方衛視,https://3065.koyeb.app/smt.php?id=dongfangweishi_twn
CGTN,https://3065.koyeb.app/smt.php?id=CGTN
GLOBE 體育,#genre#
Astro Premier League 1,https://3065.koyeb.app/smt.php?id=go_assp1
Astro EPL 1 backup,https://3065.koyeb.app/smt.php?id=go_assp1x
Astro Premier League 2,https://3065.koyeb.app/smt.php?id=go_assp2
Astro Grandstand,https://3065.koyeb.app/smt.php?id=go_assp3
Astro Football,https://3065.koyeb.app/smt.php?id=go_assp4
Astro Sports Plus,https://3065.koyeb.app/smt.php?id=go_sportsplus
Astro Badminton 1,https://3065.koyeb.app/smt.php?id=go_badminton1
Astro Badminton 2,https://3065.koyeb.app/smt.php?id=go_badminton2
Astro W-Sports,https://3065.koyeb.app/smt.php?id=go_assp5
Supersports 1,https://3065.koyeb.app/smt.php?id=Assp1
Supersports 2,https://3065.koyeb.app/smt.php?id=Assp2
Supersports 3,https://3065.koyeb.app/smt.php?id=Assp3
Supersports 4,https://3065.koyeb.app/smt.php?id=Assp4
WWE,https://3065.koyeb.app/smt.php?id=Wwe
Fight Sports,https://3065.koyeb.app/smt.php?id=Fs
NBA TV,https://3065.koyeb.app/smt.php?id=Nba
Astro Cricket,https://3065.koyeb.app/smt.php?id=Acricket
Astro Golf,https://3065.koyeb.app/smt.php?id=Agolf
TNT Sports 1,https://3065.koyeb.app/smt.php?id=6fac0aaead
TNT Sports 2,https://3065.koyeb.app/smt.php?id=d9a76a79cc
TNT Sports 3,https://3065.koyeb.app/smt.php?id=5fea4d73db
TNT Sports 4,https://3065.koyeb.app/smt.php?id=tntsport4
Sony Ten 1,https://3065.koyeb.app/smt.php?id=ten1_raj
Sony Ten 2,https://3065.koyeb.app/smt.php?id=ten2_raj
Sony Ten 3,https://3065.koyeb.app/smt.php?id=ten3_raj
SPOTV 1 HD,https://3065.koyeb.app/smt.php?id=go_spotv
SPO TV 2,https://3065.koyeb.app/smt.php?id=go_spotv2
Skysports F1,https://3065.koyeb.app/smt.php?id=tiankongf1
Skysports Cricket,https://3065.koyeb.app/smt.php?id=tiankongcricket
Skysports EPL,https://3065.koyeb.app/smt.php?id=tiankongepl
Skysports Main Event,https://3065.koyeb.app/smt.php?id=tiankongmain
Skysports News,https://3065.koyeb.app/smt.php?id=tiankongnews
Skysports Mix,https://3065.koyeb.app/smt.php?id=tiankongmix
愛爾達體育1台,https://3065.koyeb.app/smt.php?id=eltasport1_twn
愛爾達體育2台,https://3065.koyeb.app/smt.php?id=eltasport2_twn
愛爾達體育3台,https://3065.koyeb.app/smt.php?id=eltasport3_twn
愛爾達體育4台,https://3065.koyeb.app/smt.php?id=natgeowild_twn
Rugby Pass TV,https://3065.koyeb.app/smt.php?id=Rugbypasstv
RTM Sports HD,https://3065.koyeb.app/smt.php?id=Rtmsport
